STATE,YEAR,Disposable Income Per Capita
North Dakota,1986,11775.0
North Dakota,1987,12141.0
North Dakota,1988,12601.0
North Dakota,1989,11669.0
North Dakota,1990,13292.0
North Dakota,1991,14590.0
North Dakota,1992,14795.0
North Dakota,1993,16256.0
North Dakota,1994,16303.0
North Dakota,1995,17688.0
North Dakota,1996,17530.0
North Dakota,1997,19626.0
North Dakota,1998,19052.0
North Dakota,1999,21058.0
North Dakota,2000,21462.0
North Dakota,2001,23442.0
North Dakota,2002,23875.0
North Dakota,2003,24868.0
North Dakota,2004,27276.0
North Dakota,2005,27534.0
North Dakota,2006,28915.0
North Dakota,2007,29859.0
North Dakota,2008,32758.0
North Dakota,2009,36262.0
North Dakota,2010,36335.0
North Dakota,2011,39669.0
North Dakota,2012,42977.0
North Dakota,2013,49457.0
North Dakota,2014,47460.0
North Dakota,2015,49696.0
North Dakota,2016,47919.0
North Dakota,2017,46620.0
North Dakota,2018,47619.0
North Dakota,2019,50625.0
North Dakota,2020,51782.0
Ohio,1980,7871.0
Ohio,1981,8646.0
Ohio,1982,9365.0
Ohio,1983,9952.0
Ohio,1984,10560.0
Ohio,1985,11737.0
Ohio,1986,12423.0
Ohio,1987,13034.0
Ohio,1988,13511.0
Ohio,1989,14519.0
Ohio,1990,15494.0
Ohio,1991,16380.0
Ohio,1992,16690.0
Ohio,1993,17695.0
Ohio,1994,18259.0
Ohio,1995,19163.0
Ohio,1996,19937.0
Ohio,1997,20641.0
Ohio,1998,21713.0
Ohio,1999,22825.0
Ohio,2000,23568.0
Ohio,2001,24721.0
Ohio,2002,25406.0
Ohio,2003,26214.0
Ohio,2004,27219.0
Ohio,2005,28262.0
Ohio,2006,28869.0
Ohio,2007,30161.0
Ohio,2008,31263.0
Ohio,2009,32372.0
Ohio,2010,32221.0
Ohio,2011,33036.0
Ohio,2012,34938.0
Ohio,2013,36385.0
Ohio,2014,36573.0
Ohio,2015,38105.0
Ohio,2016,39471.0
Ohio,2017,40228.0
Ohio,2018,41788.0
Ohio,2019,43646.0
Ohio,2020,44867.0
Oklahoma,1980,7517.0
Oklahoma,1981,8399.0
Oklahoma,1982,9492.0
Oklahoma,1983,10157.0
Oklahoma,1984,10470.0
Oklahoma,1985,11354.0
Oklahoma,1986,11869.0
Oklahoma,1987,12279.0
Oklahoma,1988,12241.0
Oklahoma,1989,12936.0
Oklahoma,1990,13754.0
Oklahoma,1991,14319.0
Oklahoma,1992,14774.0
Oklahoma,1993,15567.0
Oklahoma,1994,16032.0
Oklahoma,1995,16561.0
Oklahoma,1996,17118.0
Oklahoma,1997,17883.0
Oklahoma,1998,18590.0
Oklahoma,1999,19365.0
Oklahoma,2000,19679.0
Oklahoma,2001,21196.0
Oklahoma,2002,22408.0
Oklahoma,2003,23254.0
Oklahoma,2004,24439.0
Oklahoma,2005,26292.0
Oklahoma,2006,28279.0
Oklahoma,2007,30855.0
Oklahoma,2008,31427.0
Oklahoma,2009,34584.0
Oklahoma,2010,32485.0
Oklahoma,2011,33595.0
Oklahoma,2012,35410.0
Oklahoma,2013,37678.0
Oklahoma,2014,39041.0
Oklahoma,2015,41281.0
Oklahoma,2016,39935.0
Oklahoma,2017,37904.0
Oklahoma,2018,39713.0
Oklahoma,2019,41700.0
Oklahoma,2020,43031.0
Oregon,1980,8135.0
Oregon,1981,8850.0
Oregon,1982,9494.0
Oregon,1983,9809.0
Oregon,1984,10585.0
Oregon,1985,11467.0
Oregon,1986,11967.0
Oregon,1987,12479.0
Oregon,1988,13036.0
Oregon,1989,14160.0
Oregon,1990,15011.0
Oregon,1991,15965.0
Oregon,1992,16349.0
Oregon,1993,17116.0
Oregon,1994,17869.0
Oregon,1995,18691.0
Oregon,1996,19747.0
Oregon,1997,20791.0
Oregon,1998,21514.0
Oregon,1999,22454.0
Oregon,2000,22954.0
Oregon,2001,24364.0
Oregon,2002,25093.0
Oregon,2003,25586.0
Oregon,2004,26439.0
Oregon,2005,27764.0
Oregon,2006,28462.0
Oregon,2007,30494.0
Oregon,2008,31624.0
Oregon,2009,32497.0
Oregon,2010,31978.0
Oregon,2011,32433.0
Oregon,2012,33532.0
Oregon,2013,35197.0
Oregon,2014,35061.0
Oregon,2015,37229.0
Oregon,2016,39281.0
Oregon,2017,40412.0
Oregon,2018,42469.0
Oregon,2019,45058.0
Oregon,2020,46369.0
Pennsylvania,1980,7942.0
Pennsylvania,1981,8717.0
Pennsylvania,1982,9566.0
Pennsylvania,1983,10323.0
Pennsylvania,1984,10957.0
Pennsylvania,1985,11861.0
Pennsylvania,1986,12598.0
Pennsylvania,1987,13261.0
Pennsylvania,1988,13928.0
Pennsylvania,1989,15089.0
Pennsylvania,1990,16269.0
Pennsylvania,1991,17218.0
Pennsylvania,1992,17920.0
Pennsylvania,1993,18804.0
Pennsylvania,1994,19421.0
Pennsylvania,1995,19970.0
Pennsylvania,1996,20751.0
Pennsylvania,1997,21643.0
Pennsylvania,1998,22571.0
Pennsylvania,1999,23651.0
Pennsylvania,2000,24603.0
Pennsylvania,2001,26271.0
Pennsylvania,2002,27388.0
Pennsylvania,2003,28446.0
Pennsylvania,2004,29586.0
Pennsylvania,2005,31330.0
Pennsylvania,2006,32294.0
Pennsylvania,2007,33635.0
Pennsylvania,2008,35334.0
Pennsylvania,2009,36555.0
Pennsylvania,2010,36458.0
Pennsylvania,2011,37863.0
Pennsylvania,2012,39408.0
Pennsylvania,2013,41158.0
Pennsylvania,2014,41124.0
Pennsylvania,2015,42867.0
Pennsylvania,2016,44382.0
Pennsylvania,2017,45741.0
Pennsylvania,2018,47149.0
Pennsylvania,2019,49788.0
Pennsylvania,2020,51461.0
Rhode Island,1980,7633.0
Rhode Island,1981,8696.0
Rhode Island,1982,9650.0
Rhode Island,1983,10441.0
Rhode Island,1984,11306.0
Rhode Island,1985,12388.0
Rhode Island,1986,13228.0
Rhode Island,1987,13981.0
Rhode Island,1988,14631.0
Rhode Island,1989,16122.0
Rhode Island,1990,17474.0
Rhode Island,1991,17943.0
Rhode Island,1992,18105.0
Rhode Island,1993,18997.0
Rhode Island,1994,19728.0
Rhode Island,1995,20177.0
Rhode Island,1996,21224.0
Rhode Island,1997,21751.0
Rhode Island,1998,22700.0
Rhode Island,1999,23978.0
Rhode Island,2000,24882.0
Rhode Island,2001,26358.0
Rhode Island,2002,27613.0
Rhode Island,2003,29217.0
Rhode Island,2004,30893.0
Rhode Island,2005,32462.0
Rhode Island,2006,33148.0
Rhode Island,2007,34792.0
Rhode Island,2008,36219.0
Rhode Island,2009,36979.0
Rhode Island,2010,37035.0
Rhode Island,2011,38960.0
Rhode Island,2012,39965.0
Rhode Island,2013,41628.0
Rhode Island,2014,41057.0
Rhode Island,2015,42729.0
Rhode Island,2016,44198.0
Rhode Island,2017,44744.0
Rhode Island,2018,46636.0
Rhode Island,2019,48345.0
Rhode Island,2020,50024.0
South Carolina,1980,6387.0
South Carolina,1981,7064.0
South Carolina,1982,7805.0
South Carolina,1983,8307.0
South Carolina,1984,8940.0
South Carolina,1985,9900.0
South Carolina,1986,10457.0
South Carolina,1987,11053.0
South Carolina,1988,11672.0
South Carolina,1989,12646.0
South Carolina,1990,13489.0
South Carolina,1991,14299.0
South Carolina,1992,14764.0
South Carolina,1993,15538.0
South Carolina,1994,16130.0
South Carolina,1995,16874.0
South Carolina,1996,17600.0
South Carolina,1997,18396.0
South Carolina,1998,19187.0
South Carolina,1999,20204.0
South Carolina,2000,20933.0
South Carolina,2001,22219.0
South Carolina,2002,22792.0
South Carolina,2003,23620.0
South Carolina,2004,24353.0
South Carolina,2005,25407.0
South Carolina,2006,26306.0
South Carolina,2007,27724.0
South Carolina,2008,28879.0
South Carolina,2009,29730.0
South Carolina,2010,29214.0
South Carolina,2011,29842.0
South Carolina,2012,31034.0
South Carolina,2013,32447.0
South Carolina,2014,32272.0
South Carolina,2015,34059.0
South Carolina,2016,35476.0
South Carolina,2017,36376.0
South Carolina,2018,37972.0
South Carolina,2019,39630.0
South Carolina,2020,40945.0
South Dakota,1980,7560.0
South Dakota,1981,7511.0
South Dakota,1982,8789.0
South Dakota,1983,9198.0
South Dakota,1984,9670.0
South Dakota,1985,11048.0
South Dakota,1986,11284.0
South Dakota,1987,11822.0
South Dakota,1988,12410.0
South Dakota,1989,12909.0
South Dakota,1990,13863.0
South Dakota,1991,15115.0
South Dakota,1992,15618.0
South Dakota,1993,16676.0
South Dakota,1994,17120.0
South Dakota,1995,18334.0
South Dakota,1996,18426.0
South Dakota,1997,20310.0
South Dakota,1998,20460.0
South Dakota,1999,22073.0
South Dakota,2000,22856.0
South Dakota,2001,24273.0
South Dakota,2002,25008.0
South Dakota,2003,25292.0
South Dakota,2004,27908.0
South Dakota,2005,29706.0
South Dakota,2006,31140.0
South Dakota,2007,32239.0
South Dakota,2008,35405.0
South Dakota,2009,37513.0
South Dakota,2010,36845.0
South Dakota,2011,38423.0
South Dakota,2012,41269.0
South Dakota,2013,41554.0
South Dakota,2014,41376.0
South Dakota,2015,42785.0
South Dakota,2016,44286.0
South Dakota,2017,44312.0
South Dakota,2018,45592.0
South Dakota,2019,48460.0
South Dakota,2020,49600.0
Tennessee,1980,6843.0
Tennessee,1981,7420.0
Tennessee,1982,8207.0
Tennessee,1983,8732.0
Tennessee,1984,9312.0
Tennessee,1985,10362.0
Tennessee,1986,10972.0
Tennessee,1987,11699.0
Tennessee,1988,12430.0
Tennessee,1989,13460.0
Tennessee,1990,14304.0
Tennessee,1991,15129.0
Tennessee,1992,15736.0
Tennessee,1993,16930.0
Tennessee,1994,17691.0
Tennessee,1995,18430.0
Tennessee,1996,19406.0
Tennessee,1997,20051.0
Tennessee,1998,20856.0
Tennessee,1999,22582.0
Tennessee,2000,23190.0
Tennessee,2001,24375.0
Tennessee,2002,24767.0
Tennessee,2003,25740.0
Tennessee,2004,26747.0
Tennessee,2005,28112.0
Tennessee,2006,28850.0
Tennessee,2007,30016.0
Tennessee,2008,30935.0
Tennessee,2009,31898.0
Tennessee,2010,32075.0
Tennessee,2011,33300.0
Tennessee,2012,34850.0
Tennessee,2013,36437.0
Tennessee,2014,36280.0
Tennessee,2015,37458.0
Tennessee,2016,38958.0
Tennessee,2017,39749.0
Tennessee,2018,41413.0
Tennessee,2019,43426.0
Tennessee,2020,44731.0
Texas,1980,7831.0
Texas,1981,8662.0
Texas,1982,9800.0
Texas,1983,10517.0
Texas,1984,11141.0
Texas,1985,12061.0
Texas,1986,12786.0
Texas,1987,12993.0
Texas,1988,13146.0
Texas,1989,13976.0
Texas,1990,14722.0
Texas,1991,15646.0
Texas,1992,16120.0
Texas,1993,17156.0
Texas,1994,17741.0
Texas,1995,18322.0
Texas,1996,19149.0
Texas,1997,20052.0
Texas,1998,21266.0
Texas,1999,22573.0
Texas,2000,23315.0
Texas,2001,24776.0
Texas,2002,25989.0
Texas,2003,26476.0
Texas,2004,27263.0
Texas,2005,28182.0
Texas,2006,29701.0
Texas,2007,31674.0
Texas,2008,32928.0
Texas,2009,35017.0
Texas,2010,33887.0
Texas,2011,35195.0
Texas,2012,37449.0
Texas,2013,39458.0
Texas,2014,39436.0
Texas,2015,41593.0
Texas,2016,41785.0
Texas,2017,41456.0
Texas,2018,43516.0
Texas,2019,46284.0
Texas,2020,47690.0
Utah,1980,6877.0
Utah,1981,7446.0
Utah,1982,8116.0
Utah,1983,8545.0
Utah,1984,9048.0
Utah,1985,9875.0
Utah,1986,10406.0
Utah,1987,10800.0
Utah,1988,11172.0
Utah,1989,11824.0
Utah,1990,12584.0
Utah,1991,13286.0
Utah,1992,13941.0
Utah,1993,14609.0
Utah,1994,15208.0
Utah,1995,15841.0
Utah,1996,16738.0
Utah,1997,17724.0
Utah,1998,18649.0
Utah,1999,19499.0
Utah,2000,20161.0
Utah,2001,21193.0
Utah,2002,21904.0
Utah,2003,22616.0
Utah,2004,23264.0
Utah,2005,24433.0
Utah,2006,25712.0
Utah,2007,27731.0
Utah,2008,29216.0
Utah,2009,30212.0
Utah,2010,28993.0
Utah,2011,29337.0
Utah,2012,30934.0
Utah,2013,32592.0
Utah,2014,32843.0
Utah,2015,34409.0
Utah,2016,36367.0
Utah,2017,37559.0
Utah,2018,39305.0
Utah,2019,41977.0
Utah,2020,43498.0
Vermont,1980,7057.0
Vermont,1981,7782.0
Vermont,1982,8670.0
Vermont,1983,9448.0
Vermont,1984,10092.0
Vermont,1985,11053.0
Vermont,1986,11842.0
Vermont,1987,12584.0
Vermont,1988,13386.0
Vermont,1989,14441.0
Vermont,1990,15677.0
Vermont,1991,16108.0
Vermont,1992,16422.0
Vermont,1993,17517.0
Vermont,1994,18034.0
Vermont,1995,18739.0
Vermont,1996,19561.0
Vermont,1997,20318.0
Vermont,1998,21136.0
Vermont,1999,22532.0
Vermont,2000,23792.0
Vermont,2001,25433.0
Vermont,2002,27043.0
Vermont,2003,27965.0
Vermont,2004,29337.0
Vermont,2005,31013.0
Vermont,2006,31447.0
Vermont,2007,33167.0
Vermont,2008,34685.0
Vermont,2009,36564.0
Vermont,2010,36957.0
Vermont,2011,37993.0
Vermont,2012,39643.0
Vermont,2013,41214.0
Vermont,2014,41346.0
Vermont,2015,42944.0
Vermont,2016,44257.0
Vermont,2017,45102.0
Vermont,2018,46308.0
Vermont,2019,48019.0
Vermont,2020,49511.0
Virginia,1980,8203.0
Virginia,1981,9189.0
Virginia,1982,10106.0
Virginia,1983,10900.0
Virginia,1984,11712.0
Virginia,1985,12932.0
Virginia,1986,13717.0
Virginia,1987,14558.0
Virginia,1988,15282.0
Virginia,1989,16542.0
Virginia,1990,17574.0
Virginia,1991,18255.0
Virginia,1992,18873.0
Virginia,1993,19780.0
Virginia,1994,20440.0
Virginia,1995,21173.0
Virginia,1996,21972.0
Virginia,1997,22684.0
Virginia,1998,23782.0
Virginia,1999,24857.0
Virginia,2000,26039.0
Virginia,2001,27822.0
Virginia,2002,28959.0
Virginia,2003,30160.0
Virginia,2004,31948.0
Virginia,2005,33835.0
Virginia,2006,35332.0
Virginia,2007,37132.0
Virginia,2008,38581.0
Virginia,2009,39621.0
Virginia,2010,39498.0
Virginia,2011,40612.0
Virginia,2012,42142.0
Virginia,2013,43985.0
Virginia,2014,42851.0
Virginia,2015,44509.0
Virginia,2016,45997.0
Virginia,2017,46915.0
Virginia,2018,48608.0
Virginia,2019,50829.0
Virginia,2020,52144.0
Washington,1980,8909.0
Washington,1981,9782.0
Washington,1982,10630.0
Washington,1983,11403.0
Washington,1984,12233.0
Washington,1985,13028.0
Washington,1986,13645.0
Washington,1987,14426.0
Washington,1988,14890.0
Washington,1989,15906.0
Washington,1990,17006.0
Washington,1991,18027.0
Washington,1992,18935.0
Washington,1993,19962.0
Washington,1994,20585.0
Washington,1995,21183.0
Washington,1996,21935.0
Washington,1997,23014.0
Washington,1998,24160.0
Washington,1999,25746.0
Washington,2000,26719.0
Washington,2001,28443.0
Washington,2002,29256.0
Washington,2003,30117.0
Washington,2004,31406.0
Washington,2005,33532.0
Washington,2006,34138.0
Washington,2007,36317.0
Washington,2008,38560.0
Washington,2009,40163.0
Washington,2010,38737.0
Washington,2011,39235.0
Washington,2012,40538.0
Washington,2013,43445.0
Washington,2014,43487.0
Washington,2015,46253.0
Washington,2016,48053.0
Washington,2017,49577.0
Washington,2018,52077.0
Washington,2019,55924.0
Washington,2020,58070.0
West Virginia,1980,6450.0
West Virginia,1981,7019.0
West Virginia,1982,7661.0
West Virginia,1983,8184.0
West Virginia,1984,8475.0
West Virginia,1985,9237.0
West Virginia,1986,9721.0
West Virginia,1987,10122.0
West Virginia,1988,10500.0
West Virginia,1989,11451.0
West Virginia,1990,12191.0
West Virginia,1991,13073.0
West Virginia,1992,13632.0
West Virginia,1993,14701.0
West Virginia,1994,15160.0
West Virginia,1995,15740.0
West Virginia,1996,16219.0
West Virginia,1997,16844.0
West Virginia,1998,17524.0
West Virginia,1999,18279.0
West Virginia,2000,18823.0
West Virginia,2001,19959.0
West Virginia,2002,21200.0
West Virginia,2003,22251.0
West Virginia,2004,22635.0
West Virginia,2005,23481.0
West Virginia,2006,24411.0
West Virginia,2007,25917.0
West Virginia,2008,26651.0
West Virginia,2009,28069.0
West Virginia,2010,28701.0
West Virginia,2011,29568.0
West Virginia,2012,30857.0
West Virginia,2013,31982.0
West Virginia,2014,31616.0
West Virginia,2015,32656.0
West Virginia,2016,33445.0
West Virginia,2017,33599.0
West Virginia,2018,35344.0
West Virginia,2019,37484.0
West Virginia,2020,38466.0
Wisconsin,1980,7931.0
Wisconsin,1981,8712.0
Wisconsin,1982,9424.0
Wisconsin,1983,10034.0
Wisconsin,1984,10671.0
Wisconsin,1985,11739.0
Wisconsin,1986,12337.0
Wisconsin,1987,12995.0
Wisconsin,1988,13569.0
Wisconsin,1989,14312.0
Wisconsin,1990,15464.0
Wisconsin,1991,16162.0
Wisconsin,1992,16632.0
Wisconsin,1993,17742.0
Wisconsin,1994,18418.0
Wisconsin,1995,19334.0
Wisconsin,1996,20097.0
Wisconsin,1997,20934.0
Wisconsin,1998,21934.0
Wisconsin,1999,23246.0
Wisconsin,2000,24110.0
Wisconsin,2001,25576.0
Wisconsin,2002,26811.0
Wisconsin,2003,27927.0
Wisconsin,2004,28747.0
Wisconsin,2005,29965.0
Wisconsin,2006,30635.0
Wisconsin,2007,32133.0
Wisconsin,2008,33362.0
Wisconsin,2009,34333.0
Wisconsin,2010,34418.0
Wisconsin,2011,35234.0
Wisconsin,2012,36814.0
Wisconsin,2013,38547.0
Wisconsin,2014,38294.0
Wisconsin,2015,39965.0
Wisconsin,2016,41414.0
Wisconsin,2017,41951.0
Wisconsin,2018,43675.0
Wisconsin,2019,45956.0
Wisconsin,2020,47282.0
Wyoming,1980,9055.0
Wyoming,1981,10109.0
Wyoming,1982,11087.0
Wyoming,1983,11479.0
Wyoming,1984,11486.0
Wyoming,1985,12212.0
Wyoming,1986,12882.0
Wyoming,1987,13075.0
Wyoming,1988,13014.0
Wyoming,1989,13597.0
Wyoming,1990,14956.0
Wyoming,1991,16286.0
Wyoming,1992,16945.0
Wyoming,1993,17659.0
Wyoming,1994,18359.0
Wyoming,1995,18891.0
Wyoming,1996,19611.0
Wyoming,1997,19960.0
Wyoming,1998,21265.0
Wyoming,1999,22499.0
Wyoming,2000,23982.0
Wyoming,2001,25558.0
Wyoming,2002,27198.0
Wyoming,2003,28314.0
Wyoming,2004,30145.0
Wyoming,2005,31943.0
Wyoming,2006,34192.0
Wyoming,2007,38269.0
Wyoming,2008,39654.0
Wyoming,2009,42794.0
Wyoming,2010,40153.0
Wyoming,2011,41573.0
Wyoming,2012,45331.0
Wyoming,2013,47687.0
Wyoming,2014,47026.0
Wyoming,2015,50551.0
Wyoming,2016,50805.0
Wyoming,2017,48863.0
Wyoming,2018,50778.0
Wyoming,2019,54841.0
Wyoming,2020,55989.0
