STATE,YEAR,Disposable Income Per Capita,GDP Growth,Avg Unemployment
Missouri,2009,32892.0,-2.5,9.416666666666666
Missouri,2010,33003.0,1.6,9.533333333333333
Missouri,2011,33558.0,-1.0,8.533333333333333
Missouri,2012,34576.0,1.0,6.899999999999999
Missouri,2013,36248.0,1.0,6.75
Missouri,2014,36089.0,0.5,6.116666666666666
Missouri,2015,37341.0,1.3,5.016666666666667
Missouri,2016,38341.0,0.0,4.7
Missouri,2017,39400.0,1.1,3.7000000000000006
Missouri,2018,40484.0,1.9,3.1
Missouri,2019,42209.0,1.0,3.1833333333333336
Missouri,2020,43551.0,-10.4,7.816666666666666
Montana,1980,7275.0,0.3,6.216666666666666
Montana,1981,8037.0,3.9,6.733333333333333
Montana,1982,9093.0,-4.4,8.566666666666668
Montana,1983,9586.0,0.1,8.700000000000001
Montana,1984,9993.0,0.6,7.6000000000000005
Montana,1985,10519.0,-2.6,7.616666666666667
Montana,1986,10650.0,-0.8,7.933333333333333
Montana,1987,11302.0,0.7,7.416666666666667
Montana,1988,11635.0,-0.9,6.699999999999999
Montana,1989,11972.0,4.1,5.816666666666667
Montana,1990,13121.0,1.8,5.95
Montana,1991,13806.0,2.5,6.866666666666666
Montana,1992,14625.0,5.3,6.783333333333334
Montana,1993,15208.0,4.3,6.083333333333333
Montana,1994,16108.0,3.7,5.133333333333334
Montana,1995,16162.0,0.6,5.666666666666665
Montana,1996,16760.0,1.7,5.316666666666666
Montana,1997,17326.0,3.2,5.383333333333333
Montana,1998,17918.0,4.4,5.5
Montana,1999,19081.0,0.4,5.233333333333333
Montana,2000,19313.0,2.6,4.983333333333333
Montana,2001,20389.0,0.6,4.533333333333333
Montana,2002,21183.0,3.0,4.366666666666667
Montana,2003,22063.0,4.1,4.716666666666667
Montana,2004,23681.0,4.3,4.766666666666667
Montana,2005,25415.0,5.0,4.383333333333334
Montana,2006,26838.0,3.8,3.533333333333333
Montana,2007,28593.0,5.0,3.5833333333333335
Montana,2008,30159.0,-0.7,5.016666666666667
Montana,2009,31495.0,-1.8,6.833333333333333
Montana,2010,31256.0,3.1,7.266666666666667
Montana,2011,32842.0,2.3,7.0
Montana,2012,34580.0,1.3,6.016666666666666
Montana,2013,36387.0,0.9,5.433333333333333
Montana,2014,35975.0,2.0,4.6499999999999995
Montana,2015,37342.0,4.1,4.2
Montana,2016,38846.0,-1.0,4.150000000000001
Montana,2017,39283.0,2.0,3.983333333333333
Montana,2018,41346.0,2.5,3.6333333333333333
Montana,2019,43226.0,2.8,3.5
Montana,2020,44513.0,-9.9,7.6166666666666645
Nebraska,1980,7750.0,-1.1,4.1000000000000005
Nebraska,1981,8239.0,5.7,4.166666666666667
Nebraska,1982,9615.0,-2.4,5.716666666666668
Nebraska,1983,10162.0,-2.4,5.5
Nebraska,1984,10760.0,7.5,4.416666666666667
Nebraska,1985,12089.0,3.5,5.216666666666667
Nebraska,1986,12759.0,-1.8,4.949999999999999
Nebraska,1987,13216.0,0.3,4.45
Nebraska,1988,13848.0,5.7,3.5833333333333335
Nebraska,1989,14753.0,3.0,2.966666666666667
Nebraska,1990,15529.0,4.3,2.3000000000000003
Nebraska,1991,16527.0,3.2,2.6666666666666665
Nebraska,1992,17022.0,4.9,2.9
Nebraska,1993,17956.0,0.3,2.75
Nebraska,1994,18375.0,8.1,2.6166666666666667
Nebraska,1995,19372.0,1.6,2.6666666666666665
Nebraska,1996,20137.0,5.8,2.7499999999999996
Nebraska,1997,21703.0,2.1,2.4833333333333334
Nebraska,1998,21968.0,2.3,2.5500000000000003
Nebraska,1999,23287.0,2.0,2.8000000000000003
Nebraska,2000,24248.0,3.7,2.8166666666666664
Nebraska,2001,25481.0,2.3,3.0999999999999996
Nebraska,2002,26686.0,1.6,3.6500000000000004
Nebraska,2003,27489.0,5.5,4.0
Nebraska,2004,29352.0,2.4,3.8166666666666664
Nebraska,2005,30530.0,3.4,3.7999999999999994
Nebraska,2006,31194.0,2.8,3.1
Nebraska,2007,32139.0,2.2,3.033333333333333
Nebraska,2008,34246.0,0.5,3.283333333333333
Nebraska,2009,36030.0,0.3,4.733333333333333
Nebraska,2010,35965.0,3.7,4.583333333333333
Nebraska,2011,37353.0,5.0,4.416666666666667
Nebraska,2012,41304.0,-0.1,4.0
Nebraska,2013,42116.0,1.3,3.783333333333333
Nebraska,2014,41844.0,3.3,3.266666666666667
Nebraska,2015,43881.0,3.1,3.0500000000000003
Nebraska,2016,45519.0,0.8,3.0833333333333335
Nebraska,2017,44424.0,1.9,2.9
Nebraska,2018,45492.0,1.2,2.9
Nebraska,2019,47663.0,2.0,3.0833333333333335
Nebraska,2020,49035.0,-9.7,5.316666666666666
Nevada,1980,9597.0,2.8,6.366666666666667
Nevada,1981,10547.0,4.2,6.916666666666667
Nevada,1982,11428.0,-1.1,9.966666666666667
Nevada,1983,11839.0,3.2,9.616666666666665
Nevada,1984,12425.0,4.6,7.866666666666667
Nevada,1985,13219.0,4.2,7.766666666666667
Nevada,1986,13853.0,5.6,6.1000000000000005
Nevada,1987,14478.0,6.6,6.1000000000000005
Nevada,1988,15087.0,8.8,5.216666666666666
Nevada,1989,16250.0,7.6,4.7
Nevada,1990,17297.0,8.1,4.6499999999999995
Nevada,1991,18027.0,2.2,5.816666666666666
Nevada,1992,18841.0,7.6,6.666666666666667
Nevada,1993,19987.0,8.5,6.949999999999999
Nevada,1994,20627.0,9.7,6.166666666666667
Nevada,1995,21570.0,5.8,5.533333333333334
Nevada,1996,22487.0,9.1,5.066666666666666
Nevada,1997,23367.0,6.7,4.333333333333334
Nevada,1998,24183.0,5.4,4.25
Nevada,1999,25590.0,6.9,4.116666666666666
Nevada,2000,26445.0,4.2,4.116666666666666
Nevada,2001,27756.0,1.2,5.083333333333333
Nevada,2002,28363.0,3.3,5.583333333333333
Nevada,2003,28607.0,4.5,5.1499999999999995
Nevada,2004,29712.0,11.0,4.283333333333333
Nevada,2005,31476.0,8.6,4.133333333333333
Nevada,2006,33735.0,4.2,4.083333333333333
Nevada,2007,35297.0,-0.2,4.45
Nevada,2008,35692.0,-4.0,6.516666666666667
Nevada,2009,34778.0,-8.3,11.4
Nevada,2010,33046.0,1.4,13.566666666666668
Nevada,2011,34134.0,0.7,13.083333333333334
Nevada,2012,35143.0,-1.5,11.183333333333335
Nevada,2013,36042.0,0.4,9.633333333333333
Nevada,2014,35187.0,0.8,7.883333333333333
Nevada,2015,37391.0,4.2,6.766666666666667
Nevada,2016,39772.0,2.8,5.683333333333334
Nevada,2017,40352.0,3.6,5.0
Nevada,2018,42719.0,4.2,4.433333333333333
Nevada,2019,45169.0,2.7,3.8833333333333333
Nevada,2020,46114.0,-13.9,18.45
New Hampshire,1980,7848.0,2.6,4.783333333333333
New Hampshire,1981,8884.0,4.1,5.0166666666666675
New Hampshire,1982,9909.0,2.0,6.883333333333333
New Hampshire,1983,10904.0,6.4,5.416666666666667
New Hampshire,1984,11834.0,12.1,4.3
New Hampshire,1985,13166.0,9.1,3.75
New Hampshire,1986,14096.0,6.7,2.75
New Hampshire,1987,15055.0,11.4,2.316666666666667
New Hampshire,1988,16169.0,6.2,2.4166666666666665
New Hampshire,1989,17464.0,-0.1,3.4
New Hampshire,1990,18361.0,-3.6,5.6499999999999995
New Hampshire,1991,18456.0,0.6,7.383333333333333
New Hampshire,1992,19271.0,3.9,7.3500000000000005
New Hampshire,1993,20105.0,1.2,6.016666666666666
New Hampshire,1994,20463.0,4.4,4.683333333333334
New Hampshire,1995,21614.0,7.5,3.9999999999999996
New Hampshire,1996,22560.0,7.7,3.8833333333333333
New Hampshire,1997,23331.0,6.0,3.3666666666666667
New Hampshire,1998,24472.0,6.6,2.8000000000000003
New Hampshire,1999,26533.0,2.8,2.6666666666666665
New Hampshire,2000,27767.0,6.9,2.6833333333333336
New Hampshire,2001,30554.0,1.3,3.4333333333333336
New Hampshire,2002,32275.0,2.8,4.5
New Hampshire,2003,33378.0,4.3,4.3500000000000005
New Hampshire,2004,34131.0,3.1,3.716666666666667
New Hampshire,2005,36029.0,1.3,3.6
New Hampshire,2006,36846.0,2.5,3.4166666666666665
New Hampshire,2007,38959.0,-0.4,3.5
New Hampshire,2008,39971.0,-1.1,3.716666666666667
New Hampshire,2009,41009.0,-0.8,6.449999999999999
New Hampshire,2010,41366.0,3.2,5.783333333333334
New Hampshire,2011,42940.0,0.6,5.416666666666667
New Hampshire,2012,44399.0,1.2,5.516666666666667
New Hampshire,2013,46515.0,0.7,5.05
New Hampshire,2014,45804.0,2.0,4.283333333333332
New Hampshire,2015,47365.0,2.8,3.3666666666666667
New Hampshire,2016,48728.0,2.2,2.8833333333333333
New Hampshire,2017,50363.0,1.7,2.6999999999999997
New Hampshire,2018,52607.0,2.6,2.5500000000000003
New Hampshire,2019,55301.0,1.4,2.55
New Hampshire,2020,57022.0,-11.4,10.383333333333335
New Jersey,1980,9068.0,0.0,7.383333333333334
New Jersey,1981,10176.0,2.6,7.300000000000001
New Jersey,1982,11292.0,0.2,8.65
New Jersey,1983,12173.0,7.0,8.083333333333332
New Jersey,1984,13221.0,8.0,6.166666666666667
New Jersey,1985,14609.0,5.2,5.6000000000000005
New Jersey,1986,15407.0,4.7,5.083333333333333
New Jersey,1987,16349.0,6.9,4.133333333333334
New Jersey,1988,17353.0,7.4,3.8000000000000003
New Jersey,1989,19170.0,1.4,4.05
New Jersey,1990,20554.0,0.7,4.9
New Jersey,1991,21556.0,-0.3,6.633333333333333
New Jersey,1992,21919.0,1.7,8.583333333333334
New Jersey,1993,23410.0,1.1,7.583333333333332
New Jersey,1994,23904.0,2.1,6.833333333333335
New Jersey,1995,24445.0,2.4,6.466666666666666
New Jersey,1996,25794.0,4.4,6.1000000000000005
New Jersey,1997,26870.0,3.2,5.216666666666666
New Jersey,1998,28153.0,1.8,4.533333333333333
New Jersey,1999,29445.0,3.5,4.716666666666667
New Jersey,2000,30365.0,5.4,3.6666666666666665
New Jersey,2001,32913.0,0.7,4.1499999999999995
New Jersey,2002,33925.0,2.2,5.8
New Jersey,2003,35283.0,2.6,5.933333333333333
New Jersey,2004,36404.0,1.6,4.8500000000000005
New Jersey,2005,38050.0,1.2,4.333333333333333
New Jersey,2006,38884.0,2.1,4.816666666666666
New Jersey,2007,41554.0,0.5,4.233333333333333
New Jersey,2008,43364.0,1.2,5.183333333333333
New Jersey,2009,44564.0,-4.1,9.25
New Jersey,2010,44532.0,1.1,9.45
New Jersey,2011,45545.0,-1.1,9.366666666666667
New Jersey,2012,46910.0,1.7,9.416666666666666
New Jersey,2013,48852.0,1.4,8.299999999999999
New Jersey,2014,48478.0,-0.5,6.666666666666667
New Jersey,2015,50789.0,2.1,5.783333333333334
New Jersey,2016,52628.0,1.0,5.05
New Jersey,2017,54166.0,0.1,4.633333333333333
New Jersey,2018,56148.0,1.5,4.05
New Jersey,2019,58881.0,1.4,3.4000000000000004
New Jersey,2020,61086.0,-11.2,13.416666666666666
New Mexico,1980,7078.0,3.3,7.683333333333334
New Mexico,1981,7779.0,1.4,7.150000000000001
New Mexico,1982,8540.0,-1.6,9.383333333333335
New Mexico,1983,9125.0,1.7,9.733333333333333
New Mexico,1984,9825.0,4.8,7.616666666666667
New Mexico,1985,10594.0,3.7,8.35
New Mexico,1986,11266.0,-0.9,9.483333333333334
New Mexico,1987,11572.0,0.2,8.666666666666666
New Mexico,1988,11805.0,2.0,7.483333333333333
New Mexico,1989,12383.0,2.2,6.699999999999999
New Mexico,1990,13082.0,2.3,6.483333333333334
New Mexico,1991,13793.0,11.4,7.183333333333334
New Mexico,1992,14484.0,5.9,7.1499999999999995
New Mexico,1993,15202.0,10.7,7.033333333333332
New Mexico,1994,15899.0,12.2,6.433333333333333
New Mexico,1995,16479.0,1.7,6.516666666666667
New Mexico,1996,17341.0,4.4,7.283333333333334
New Mexico,1997,17805.0,9.1,6.25
New Mexico,1998,18381.0,-0.5,6.1000000000000005
New Mexico,1999,19093.0,5.4,5.6000000000000005
New Mexico,2000,19342.0,1.8,4.8999999999999995
New Mexico,2001,20753.0,0.1,4.8500000000000005
New Mexico,2002,22025.0,3.1,5.583333333333333
New Mexico,2003,23037.0,3.8,5.8999999999999995
New Mexico,2004,23977.0,7.4,5.466666666666666
New Mexico,2005,25177.0,1.2,5.133333333333333
New Mexico,2006,26271.0,2.5,4.2
New Mexico,2007,27568.0,0.7,3.6999999999999997
New Mexico,2008,28666.0,-0.6,4.3
New Mexico,2009,30321.0,2.0,7.766666666666666
New Mexico,2010,30123.0,-0.7,8.233333333333333
New Mexico,2011,31017.0,0.2,7.466666666666668
New Mexico,2012,32107.0,0.5,7.033333333333334
New Mexico,2013,32837.0,-1.2,6.916666666666667
New Mexico,2014,31934.0,3.2,6.683333333333334
New Mexico,2015,33878.0,2.6,6.516666666666667
New Mexico,2016,34863.0,0.0,6.666666666666667
New Mexico,2017,35548.0,0.1,5.8500000000000005
New Mexico,2018,36280.0,2.3,4.816666666666667
New Mexico,2019,38127.0,5.2,4.866666666666667
New Mexico,2020,39493.0,-9.1,10.483333333333333
New York,1980,8442.0,0.0,7.566666666666666
New York,1981,9409.0,1.8,7.5
New York,1982,10400.0,0.7,8.383333333333333
New York,1983,11268.0,2.1,8.783333333333331
New York,1984,12290.0,6.0,7.2
New York,1985,13587.0,2.7,6.6000000000000005
New York,1986,14409.0,2.6,6.333333333333333
New York,1987,15338.0,4.3,4.816666666666666
New York,1988,16160.0,5.8,4.183333333333334
New York,1989,17865.0,-0.2,4.983333333333334
New York,1990,19156.0,0.3,5.216666666666667
New York,1991,20644.0,-3.1,7.3
New York,1992,20645.0,1.4,8.75
New York,1993,21711.0,0.5,7.816666666666666
New York,1994,22080.0,1.4,6.933333333333334
New York,1995,22662.0,2.1,6.366666666666666
New York,1996,23746.0,4.1,6.233333333333333
New York,1997,24705.0,4.8,6.499999999999999
New York,1998,25810.0,1.9,5.55
New York,1999,26904.0,5.1,5.25
New York,2000,28132.0,3.7,4.566666666666666
New York,2001,30003.0,2.1,4.683333333333334
New York,2002,30616.0,-0.8,6.116666666666667
New York,2003,31740.0,0.3,6.433333333333334
New York,2004,32440.0,2.5,5.8
New York,2005,33755.0,3.4,4.983333333333333
New York,2006,34732.0,2.5,4.6000000000000005
New York,2007,37008.0,0.6,4.566666666666666
New York,2008,39320.0,-2.1,5.316666666666667
New York,2009,40095.0,3.7,8.466666666666667
New York,2010,41003.0,3.8,8.549999999999999
New York,2011,42251.0,0.2,8.233333333333333
New York,2012,43818.0,4.2,8.6
New York,2013,46227.0,0.2,7.75
New York,2014,45683.0,1.7,6.3
New York,2015,47391.0,1.8,5.233333333333333
New York,2016,49147.0,1.9,4.883333333333333
New York,2017,51545.0,1.9,4.733333333333333
New York,2018,55294.0,3.0,4.066666666666666
New York,2019,57874.0,1.6,3.933333333333333
New York,2020,60359.0,-12.1,13.916666666666666
North Carolina,1980,6638.0,0.4,6.800000000000001
North Carolina,1981,7320.0,3.5,5.800000000000001
North Carolina,1982,8154.0,-2.1,9.133333333333333
North Carolina,1983,8762.0,5.1,9.083333333333332
North Carolina,1984,9411.0,8.6,6.716666666666666
North Carolina,1985,10535.0,6.3,5.550000000000001
North Carolina,1986,11179.0,3.9,5.366666666666667
North Carolina,1987,11920.0,4.7,4.466666666666668
North Carolina,1988,12591.0,5.8,3.5333333333333337
North Carolina,1989,13707.0,3.3,3.5833333333333335
North Carolina,1990,14661.0,0.6,4.0
North Carolina,1991,15425.0,0.1,5.883333333333333
North Carolina,1992,15926.0,5.5,6.083333333333333
North Carolina,1993,17103.0,3.2,5.0
North Carolina,1994,17824.0,7.4,4.3999999999999995
North Carolina,1995,18521.0,4.9,4.3500000000000005
North Carolina,1996,19386.0,3.9,4.283333333333332
North Carolina,1997,20244.0,7.0,3.733333333333333
North Carolina,1998,21205.0,3.5,3.4499999999999997
North Carolina,1999,22090.0,5.5,3.1833333333333336
North Carolina,2000,22821.0,3.5,3.65
North Carolina,2001,23864.0,0.8,5.433333333333333
North Carolina,2002,24207.0,1.4,6.583333333333333
North Carolina,2003,24729.0,2.4,6.516666666666667
North Carolina,2004,25700.0,3.5,5.400000000000001
North Carolina,2005,27538.0,4.8,5.283333333333333
North Carolina,2006,28797.0,6.3,4.8
North Carolina,2007,30490.0,1.2,4.666666666666667
North Carolina,2008,31955.0,2.3,5.783333333333332
North Carolina,2009,33629.0,-4.3,10.633333333333333
North Carolina,2010,32669.0,1.5,10.733333333333334
North Carolina,2011,32444.0,1.0,10.366666666666667
North Carolina,2012,33027.0,0.3,9.300000000000002
North Carolina,2013,35192.0,1.3,7.966666666666668
North Carolina,2014,34101.0,2.3,6.333333333333333
North Carolina,2015,35785.0,3.1,5.800000000000001
North Carolina,2016,37074.0,1.7,5.033333333333334
North Carolina,2017,37887.0,2.4,4.416666666666667
North Carolina,2018,39468.0,2.6,3.933333333333333
North Carolina,2019,41254.0,1.9,3.9166666666666665
North Carolina,2020,42567.0,-9.5,9.25
North Dakota,1980,7565.0,-3.8,5.133333333333333
North Dakota,1981,7077.0,15.0,4.766666666666667
North Dakota,1982,9218.0,-3.8,5.566666666666666
North Dakota,1983,10032.0,-1.9,5.633333333333333
North Dakota,1984,10503.0,2.3,5.283333333333334
North Dakota,1985,11322.0,0.6,5.6499999999999995
North Dakota,1986,11775.0,-6.8,5.933333333333334
North Dakota,1987,12141.0,2.6,4.933333333333334
North Dakota,1988,12601.0,-8.0,4.7
North Dakota,1989,11669.0,5.9,4.3
North Dakota,1990,13292.0,3.4,4.016666666666667
North Dakota,1991,14590.0,-0.3,4.3999999999999995
North Dakota,1992,14795.0,8.1,4.8
North Dakota,1993,16256.0,-1.3,4.3
North Dakota,1994,16303.0,7.6,3.6666666666666665
North Dakota,1995,17688.0,1.9,3.2166666666666663
North Dakota,1996,17530.0,7.7,2.8833333333333333
North Dakota,1997,19626.0,0.0,2.8000000000000003
North Dakota,1998,19052.0,5.6,2.8666666666666667
North Dakota,1999,21058.0,0.1,3.3000000000000003
North Dakota,2000,21462.0,3.8,2.9333333333333336
North Dakota,2001,23442.0,1.7,2.8666666666666667
North Dakota,2002,23875.0,5.3,3.7833333333333337
North Dakota,2003,24868.0,6.0,3.733333333333333
North Dakota,2004,27276.0,0.9,3.4
North Dakota,2005,27534.0,3.2,3.4
North Dakota,2006,28915.0,4.1,3.216666666666667
North Dakota,2007,29859.0,4.7,3.1
North Dakota,2008,32758.0,7.9,3.1333333333333333
North Dakota,2009,36262.0,2.9,4.166666666666667
North Dakota,2010,36335.0,7.6,3.766666666666666
North Dakota,2011,39669.0,11.1,3.5
North Dakota,2012,42977.0,22.3,3.033333333333333
North Dakota,2013,49457.0,1.5,2.9000000000000004
North Dakota,2014,47460.0,8.0,2.65
North Dakota,2015,49696.0,-2.6,2.8000000000000003
North Dakota,2016,47919.0,-7.1,3.133333333333333
North Dakota,2017,46620.0,0.3,2.6166666666666667
North Dakota,2018,47619.0,4.3,2.5833333333333335
North Dakota,2019,50625.0,0.9,2.3833333333333333
North Dakota,2020,51782.0,-8.1,6.933333333333334
Ohio,1980,7871.0,-4.2,8.95
Ohio,1981,8646.0,1.0,9.066666666666668
Ohio,1982,9365.0,-5.0,12.616666666666667
Ohio,1983,9952.0,4.0,12.466666666666663
Ohio,1984,10560.0,8.7,9.4
Ohio,1985,11737.0,3.6,8.950000000000001
Ohio,1986,12423.0,0.9,8.333333333333334
Ohio,1987,13034.0,2.9,7.1000000000000005
Ohio,1988,13511.0,3.8,6.0
Ohio,1989,14519.0,2.1,5.5
Ohio,1990,15494.0,1.1,5.550000000000001
Ohio,1991,16380.0,-0.7,6.466666666666666
Ohio,1992,16690.0,4.7,7.516666666666667
Ohio,1993,17695.0,0.9,6.55
Ohio,1994,18259.0,6.0,5.666666666666667
Ohio,1995,19163.0,3.5,4.866666666666667
Ohio,1996,19937.0,3.4,4.949999999999999
Ohio,1997,20641.0,5.5,4.516666666666666
Ohio,1998,21713.0,3.5,4.3
Ohio,1999,22825.0,2.3,4.35
Ohio,2000,23568.0,2.1,4.05
Ohio,2001,24721.0,-1.4,4.1499999999999995
Ohio,2002,25406.0,2.4,5.75
Ohio,2003,26214.0,1.6,6.366666666666667
Ohio,2004,27219.0,2.3,6.25
Ohio,2005,28262.0,1.8,5.8500000000000005
Ohio,2006,28869.0,-0.5,5.416666666666667
Ohio,2007,30161.0,0.0,5.550000000000001
Ohio,2008,31263.0,-1.6,6.366666666666667
Ohio,2009,32372.0,-5.0,10.5
Ohio,2010,32221.0,2.7,10.15
Ohio,2011,33036.0,3.1,9.0
Ohio,2012,34938.0,0.8,7.300000000000001
Ohio,2013,36385.0,1.8,7.516666666666667
Ohio,2014,36573.0,3.8,5.75
Ohio,2015,38105.0,1.5,4.866666666666666
Ohio,2016,39471.0,0.9,5.016666666666667
Ohio,2017,40228.0,1.3,5.016666666666667
Ohio,2018,41788.0,2.3,4.5
Ohio,2019,43646.0,1.5,4.133333333333333
Ohio,2020,44867.0,-10.8,11.466666666666667
Oklahoma,1980,7517.0,4.7,4.8500000000000005
Oklahoma,1981,8399.0,5.8,3.4
Oklahoma,1982,9492.0,2.9,5.8
Oklahoma,1983,10157.0,-4.8,8.55
Oklahoma,1984,10470.0,4.7,7.0
Oklahoma,1985,11354.0,1.6,7.133333333333334
Oklahoma,1986,11869.0,-5.2,8.5
Oklahoma,1987,12279.0,-1.7,7.199999999999999
Oklahoma,1988,12241.0,4.8,6.416666666666667
Oklahoma,1989,12936.0,0.3,5.633333333333333
Oklahoma,1990,13754.0,0.5,5.533333333333332
Oklahoma,1991,14319.0,0.5,6.3
Oklahoma,1992,14774.0,2.4,5.999999999999999
Oklahoma,1993,15567.0,2.5,6.050000000000001
Oklahoma,1994,16032.0,2.3,5.616666666666666
Oklahoma,1995,16561.0,2.0,4.6000000000000005
Oklahoma,1996,17118.0,4.9,3.9499999999999997
Oklahoma,1997,17883.0,4.6,4.083333333333333
Oklahoma,1998,18590.0,2.2,4.383333333333333
Oklahoma,1999,19365.0,1.6,3.4500000000000006
Oklahoma,2000,19679.0,3.7,3.0666666666666664
Oklahoma,2001,21196.0,3.6,3.6
Oklahoma,2002,22408.0,1.8,4.566666666666667
Oklahoma,2003,23254.0,1.4,5.566666666666666
Oklahoma,2004,24439.0,3.1,4.816666666666666
Oklahoma,2005,26292.0,4.2,4.483333333333333
Oklahoma,2006,28279.0,6.8,3.983333333333333
Oklahoma,2007,30855.0,1.9,4.1499999999999995
Oklahoma,2008,31427.0,3.9,3.6333333333333333
Oklahoma,2009,34584.0,-1.3,6.533333333333334
Oklahoma,2010,32485.0,0.1,6.766666666666667
Oklahoma,2011,33595.0,3.6,5.866666666666666
Oklahoma,2012,35410.0,4.9,5.2
Oklahoma,2013,37678.0,2.1,5.316666666666667
Oklahoma,2014,39041.0,5.3,4.466666666666668
Oklahoma,2015,41281.0,3.7,4.433333333333334
Oklahoma,2016,39935.0,-2.7,4.883333333333333
Oklahoma,2017,37904.0,0.0,4.2
Oklahoma,2018,39713.0,2.7,3.3666666666666667
Oklahoma,2019,41700.0,2.4,3.2500000000000004
Oklahoma,2020,43031.0,-10.6,8.633333333333333
Oregon,1980,8135.0,-0.7,9.000000000000002
Oregon,1981,8850.0,-2.7,9.583333333333334
Oregon,1982,9494.0,-5.3,11.466666666666667
Oregon,1983,9809.0,1.1,10.75
Oregon,1984,10585.0,6.2,9.333333333333334
Oregon,1985,11467.0,2.4,8.816666666666665
Oregon,1986,11967.0,2.0,8.233333333333333
Oregon,1987,12479.0,3.3,6.183333333333334
Oregon,1988,13036.0,6.3,5.800000000000001
Oregon,1989,14160.0,2.8,5.433333333333333
Oregon,1990,15011.0,4.2,5.5
Oregon,1991,15965.0,1.7,6.283333333333334
Oregon,1992,16349.0,3.9,7.366666666666666
Oregon,1993,17116.0,5.9,7.183333333333333
Oregon,1994,17869.0,6.0,5.3999999999999995
Oregon,1995,18691.0,6.5,4.883333333333333
Oregon,1996,19747.0,14.1,5.699999999999999
Oregon,1997,20791.0,7.4,5.616666666666667
Oregon,1998,21514.0,4.7,5.783333333333334
Oregon,1999,22454.0,2.2,5.55
Oregon,2000,22954.0,8.6,5.1499999999999995
Oregon,2001,24364.0,-0.8,6.349999999999999
Oregon,2002,25093.0,2.2,7.349999999999999
Oregon,2003,25586.0,4.2,8.333333333333334
Oregon,2004,26439.0,5.1,7.300000000000001
Oregon,2005,27764.0,3.6,6.216666666666666
Oregon,2006,28462.0,6.0,5.316666666666666
Oregon,2007,30494.0,1.8,5.15
Oregon,2008,31624.0,1.6,6.199999999999999
Oregon,2009,32497.0,-4.2,11.583333333333334
Oregon,2010,31978.0,1.5,10.65
Oregon,2011,32433.0,2.9,9.5
Oregon,2012,33532.0,0.3,8.816666666666668
Oregon,2013,35197.0,0.8,7.8500000000000005
Oregon,2014,35061.0,3.4,6.783333333333332
Oregon,2015,37229.0,5.6,5.616666666666666
Oregon,2016,39281.0,4.8,4.8999999999999995
Oregon,2017,40412.0,4.2,4.1000000000000005
Oregon,2018,42469.0,4.6,3.966666666666667
Oregon,2019,45058.0,2.8,3.75
Oregon,2020,46369.0,-10.1,11.283333333333333
Pennsylvania,1980,7942.0,-2.4,8.383333333333335
Pennsylvania,1981,8717.0,0.4,8.216666666666667
Pennsylvania,1982,9566.0,-3.8,11.066666666666668
Pennsylvania,1983,10323.0,2.8,11.6
Pennsylvania,1984,10957.0,5.5,9.083333333333334
Pennsylvania,1985,11861.0,2.4,8.049999999999999
Pennsylvania,1986,12598.0,1.9,6.933333333333334
Pennsylvania,1987,13261.0,5.5,5.633333333333334
Pennsylvania,1988,13928.0,4.9,5.05
Pennsylvania,1989,15089.0,1.6,4.633333333333334
Pennsylvania,1990,16269.0,1.5,5.333333333333333
Pennsylvania,1991,17218.0,0.3,7.083333333333333
Pennsylvania,1992,17920.0,3.0,7.683333333333334
Pennsylvania,1993,18804.0,1.6,7.033333333333332
Pennsylvania,1994,19421.0,2.8,6.283333333333334
Pennsylvania,1995,19970.0,3.3,5.883333333333333
Pennsylvania,1996,20751.0,2.6,5.383333333333334
Pennsylvania,1997,21643.0,3.7,5.183333333333334
Pennsylvania,1998,22571.0,2.7,4.6000000000000005
